,UserId,VenueId,Tags
395,[17387],"[17698, 17698, 5918, 5918, 13682, 13682, 32873, 32873]","['cart', 'chicken', 'chicken and rice', 'falafel', 'food truck', 'gyro', 'halal', 'kofta', 'lamb', 'rice', 'salad', 'street cart', 'yelp', 'cart', 'chicken', 'chicken and rice', 'falafel', 'food truck', 'gyro', 'halal', 'kofta', 'lamb', 'rice', 'salad', 'street cart', 'yelp', 'belgian fries', 'free samples', 'french fries', 'fries', 'frites', 'poutine', 'sauce', 'zagat-rated', 'belgian fries', 'free samples', 'french fries', 'fries', 'frites', 'poutine', 'sauce', 'zagat-rated', '\\bakeries\\ \\french bakery\\ \\french bakery in new york\\', 'cafe', 'croissants', 'dinner after 6pm', 'french bakery', '\\bakeries\\ \\french bakery\\ \\french bakery in new york\\', 'cafe', 'croissants', 'dinner after 6pm', 'french bakery', 'cheap', 'cheap lunch!', 'cheap slices', 'gossip girl', 'late nite bites', 'pizza', 'pizzeria', 'slices', 'soda', 'cheap', 'cheap lunch!', 'cheap slices', 'gossip girl', 'late nite bites', 'pizza', 'pizzeria', 'slices', 'soda']"
396,[17394],[578],"['beer', 'brewery tour', 'brooklyn', 'hipster']"
397,[17435],"[23209, 23209, 23209, 23209, 23209, 5222, 5222, 602, 1086, 1086, 1050, 1050, 18009, 18009, 20, 20, 70790, 1407, 1407, 1407, 40088, 16953, 16953, 19768, 19768, 28999, 254, 155221]","['asian', 'awesome ramen', 'buroughs', 'dope ramen', 'foodie', 'good for groups', 'japanese', 'long wait', 'noodles', 'pork buns', 'ramen', 'restaurant', 'wheelchair access', '\xef\xbf\xbd\xef\xbf\xbd', 'asian', 'awesome ramen', 'buroughs', 'dope ramen', 'foodie', 'good for groups', 'japanese', 'long wait', 'noodles', 'pork buns', 'ramen', 'restaurant', 'wheelchair access', '\xef\xbf\xbd\xef\xbf\xbd', 'asian', 'awesome ramen', 'buroughs', 'dope ramen', 'foodie', 'good for groups', 'japanese', 'long wait', 'noodles', 'pork buns', 'ramen', 'restaurant', 'wheelchair access', '\xef\xbf\xbd\xef\xbf\xbd', 'asian', 'awesome ramen', 'buroughs', 'dope ramen', 'foodie', 'good for groups', 'japanese', 'long wait', 'noodles', 'pork buns', 'ramen', 'restaurant', 'wheelchair access', '\xef\xbf\xbd\xef\xbf\xbd', 'asian', 'awesome ramen', 'buroughs', 'dope ramen', 'foodie', 'good for groups', 'japanese', 'long wait', 'noodles', 'pork buns', 'ramen', 'restaurant', 'wheelchair access', '\xef\xbf\xbd\xef\xbf\xbd', 'burgers', 'drinks', 'food', 'music', 'burgers', 'drinks', 'food', 'music', 'asian fusion', 'black rice', 'cheap and tasty', 'communal tables', 'crowds', 'curry', 'food', 'manhattan', 'noise', 'noodles', 'pad thai', 'restaurant', 'tofu', 'vietnamese', '24 hours', 'a-lite', 'blintzes', 'bon appetit mag', 'borscht', 'breakfast', 'deliciousness', 'free wi-fi', 'gallery', 'hipsters', 'nymag', 'people hot spot', 'people vip', 'people vip badge', 'pierogies', 'raspberry iced tea', 'russians', 'socialite', 'ukraine', 'ukrainian', 'veselka', 'waffles', '24 hours', 'a-lite', 'blintzes', 'bon appetit mag', 'borscht', 'breakfast', 'deliciousness', 'free wi-fi', 'gallery', 'hipsters', 'nymag', 'people hot spot', 'people vip', 'people vip badge', 'pierogies', 'raspberry iced tea', 'russians', 'socialite', 'ukraine', 'ukrainian', 'veselka', 'waffles', 'late night food', 'late night food', 'bar', 'date', 'dessert', 'hotel bar', 'hotel restaurant', 'noodle', 'sake', 'sushi', ' japanese', 'upscale', 'bar', 'date', 'dessert', 'hotel bar', 'hotel restaurant', 'noodle', 'sake', 'sushi', ' japanese', 'upscale', 'andy cohen', 'bakery', 'bar', 'barbeque', 'bbq', 'bistro', 'boutique', 'bravo', 'bravoandy', 'celebrity sighting', 'coffee', 'cupcake', 'dessert', 'desserts', 'douchebag', 'douchebags', 'foodie', 'foody', 'french cuisine', 'gallery art', 'gossip girl', 'gossipgirl', 'home', 'manhattan', 'models', 'people hot spot', 'photo booth', 'restaurant', 'socalite', 'socialite', 'steak frites', 'theater', 'top chef', 'tourists', 'trendy', ""victoria's secret - bombshell"", 'vs hotspot', 'west village', 'wine', 'zagat rated', 'andy cohen', 'bakery', 'bar', 'barbeque', 'bbq', 'bistro', 'boutique', 'bravo', 'bravoandy', 'celebrity sighting', 'coffee', 'cupcake', 'dessert', 'desserts', 'douchebag', 'douchebags', 'foodie', 'foody', 'french cuisine', 'gallery art', 'gossip girl', 'gossipgirl', 'home', 'manhattan', 'models', 'people hot spot', 'photo booth', 'restaurant', 'socalite', 'socialite', 'steak frites', 'theater', 'top chef', 'tourists', 'trendy', ""victoria's secret - bombshell"", 'vs hotspot', 'west village', 'wine', 'zagat rated', 'burrito', 'california', 'choice eats', 'dos toros taqueria', 'mario batali', 'meat lover', 'mexican', 'quesadilla', 'taco', 'timeoutny', 'village voice', 'village voice choice eats', 'voicestreet', 'cantonese', 'dim sum', 'cantonese', 'dim sum', 'cantonese', 'dim sum', 'burgers', 'steak', 'wine', 'gossip girl', ' playground', ' socialite', '2 michelin stars', 'bravo', 'douchebag', 'genius', 'italian', 'michael white', 'michelin star', 'park', 'pasta', 'seafood', 'gossip girl', ' playground', ' socialite', '2 michelin stars', 'bravo', 'douchebag', 'genius', 'italian', 'michael white', 'michelin star', 'park', 'pasta', 'seafood', '2 michelin stars', 'asian-fusion', 'financial district', 'michelin star', 'wsj', '2 michelin stars', 'asian-fusion', 'financial district', 'michelin star', 'wsj', 'family style', 'italian', 'italian food', 'pizza', 'frat boys', 'gossip girl', 'socialite', 'socialities', 'cajun', 'fashion district', 'fried chicken', 'manhattan']"
398,[17454],"[11846, 6120, 6120, 8832, 10256, 10256, 10256, 10256, 10256, 1316, 13391, 13391, 4549, 12090, 12090, 12090, 12450, 183663]","['bedford ave', 'brunch', 'class', 'damn tasty food', 'food', 'greenpoint', 'heath ledger', 'hipsters', 'oysters', 'williamsburg', 'wine bar', 'bar', 'brunch', 'cocktails', 'hipsters', 'taxidermy', 'bar', 'brunch', 'cocktails', 'hipsters', 'taxidermy', 'bar', 'cocktails', 'drinks', ' food', ' music', ' rooftop', 'french', 'hipsters', 'moules frites', 'restaurant', 'rooftop', 'summer night', 'terrace', 'williamsburg', 'absinthe', 'bistro', 'brunch', 'cocktails', 'mussels', 'omelets', 'presion', 'steak and eggs', 'absinthe', 'bistro', 'brunch', 'cocktails', 'mussels', 'omelets', 'presion', 'steak and eggs', 'absinthe', 'bistro', 'brunch', 'cocktails', 'mussels', 'omelets', 'presion', 'steak and eggs', 'absinthe', 'bistro', 'brunch', 'cocktails', 'mussels', 'omelets', 'presion', 'steak and eggs', 'absinthe', 'bistro', 'brunch', 'cocktails', 'mussels', 'omelets', 'presion', 'steak and eggs', 'bar', 'brunch', 'burger', 'burger conquest', 'champagne cocktails', 'cocktails', 'garden', 'good_mark', 'hipsters', 'kid friendly', 'kids menu', 'mac and cheese', 'open late', 'patio', 'polo dobkin', 'zagat', 'classic cocktails', 'meatloaf', 'meatloaf sandwich', 'prohibition chic', 'classic cocktails', 'meatloaf', 'meatloaf sandwich', 'prohibition chic', 'tapas', 'wine', 'arepas', 'brooklyn', 'choice eats', 'gluten-free', 'good eats', 'good_mark', 'snack', 'zagat-rated', 'arepas', 'brooklyn', 'choice eats', 'gluten-free', 'good eats', 'good_mark', 'snack', 'zagat-rated', 'arepas', 'brooklyn', 'choice eats', 'gluten-free', 'good eats', 'good_mark', 'snack', 'zagat-rated', 'bowties', 'brooklyn', 'brunch', 'cocktails', 'cute waiters', 'dinner', 'hipster', 'late night', 'outdoor seating', 'oysters', 'williamsburg', 'brunch', ' flan', ' steak', 'uruguay']"
399,[17476],"[639, 639, 22158, 22158, 1602, 1602]","['bravo', 'chinese', 'fried dumplings', 'scallion pancake', 'soup dumplings', 'zagat', 'zagat-rated', 'bravo', 'chinese', 'fried dumplings', 'scallion pancake', 'soup dumplings', 'zagat', 'zagat-rated', 'fireplace', 'organic', 'fireplace', 'organic', 'great bands wednesdays', 'austrian', 'beer', 'free movie sundays', 'goulash', 'lunch', 'park slope lunch', 'warm atmosphere', 'zagat-rated', 'great bands wednesdays', 'austrian', 'beer', 'free movie sundays', 'goulash', 'lunch', 'park slope lunch', 'warm atmosphere', 'zagat-rated']"
400,[17516],"[449, 449, 1268, 11930, 11112, 11112, 11112, 13359, 7095, 7095, 12906, 12906, 14188, 14188, 14188, 11990, 14435, 14435, 11259, 12028, 12028, 13131, 44321, 44321, 774, 16054]","['brooklyn', 'burgers', 'cupcakes', 'diner', 'giant muffins and coockies', 'great staff', 'hipsters', 'late night', 'milkshakes', 'munchies', 'puma social hotspot', 'specials', 'brooklyn', 'burgers', 'cupcakes', 'diner', 'giant muffins and coockies', 'great staff', 'hipsters', 'late night', 'milkshakes', 'munchies', 'puma social hotspot', 'specials', 'cheap', 'chinese', 'chinese food', 'dim sum', 'gigantic', 'burger', 'burgers', 'cheese fries', 'frozen custard', 'pat lafrieda', 'shake shack', 'shakes', 'timeoutny', 'upper west side', 'uws', 'brunch', 'burgers', 'fried chicken', 'fried pickles', 'mac & cheese', 'milkshakes', 'southern', 'stumptown', 'tater heaven', 'tater tots', 'brunch', 'burgers', 'fried chicken', 'fried pickles', 'mac & cheese', 'milkshakes', 'southern', 'stumptown', 'tater heaven', 'tater tots', 'brunch', 'burgers', 'fried chicken', 'fried pickles', 'mac & cheese', 'milkshakes', 'southern', 'stumptown', 'tater heaven', 'tater tots', 'chicken ramen', 'kimchi', 'ramen noodles', 'ramen', 'ramen', 'ramen', 'ramen', 'beer', 'brunch', 'burgers', 'cockroaches', 'fries', 'wine', 'beer', 'brunch', 'burgers', 'cockroaches', 'fries', 'wine', 'beer', 'brunch', 'burgers', 'cockroaches', 'fries', 'wine', 'horchata', 'jarritos', 'mexican', 'soho', 'tacos', 'yucca fries', 'bar', 'beer', 'brunch', 'burger', 'drink specials', 'food poisoning', 'good_mark', 'happy hour', 'hipsters', 'huevos rancheros', 'tacos', 'bar', 'beer', 'brunch', 'burger', 'drink specials', 'food poisoning', 'good_mark', 'happy hour', 'hipsters', 'huevos rancheros', 'tacos', 'backyard', 'beer', 'biscuits', 'brooklyn', 'farming', 'firepit', 'fried chicken', 'hipsters', 'magazine', 'nyt', 'pizza', 'trendy', 'wood paneling', 'zagat-rated', 'coffee', 'cupcake', 'douchebag', 'free internet', 'hipsters', 'muffins', 'stumptown', 'tech hangout', 'wifi', 'coffee', 'cupcake', 'douchebag', 'free internet', 'hipsters', 'muffins', 'stumptown', 'tech hangout', 'wifi', 'bubble tea', 'coffee', 'good_mark', 'hot cider', 'tea', 'teahouse', 'cheese', 'italian imports', 'meat', 'meat pies', 'pasta', 'rice balls', 'cheese', 'italian imports', 'meat', 'meat pies', 'pasta', 'rice balls', 'brunch', 'dinner', 'lunch', 'diner', 'mexican']"
401,[17521],[1036],"['bravo', 'bravozagat', 'zagat']"
402,[17533],"[6251, 5918, 5918, 13264]","['art', 'brunch', 'free pool', 'green chiles', 'kat', 'belgian fries', 'free samples', 'french fries', 'fries', 'frites', 'poutine', 'sauce', 'zagat-rated', 'belgian fries', 'free samples', 'french fries', 'fries', 'frites', 'poutine', 'sauce', 'zagat-rated', 'attractive waitstaff', 'backyard', 'meats', 'private room', 'woodburning stove']"
403,[17566],"[21817, 21817, 17698, 13016, 4156, 20489, 20489, 9170, 9170, 23655, 20804, 20804, 28783, 73405]","['a-list', 'empanadas', 'sangria', 'a-list', 'empanadas', 'sangria', 'cart', 'chicken', 'chicken and rice', 'falafel', 'food truck', 'gyro', 'halal', 'kofta', 'lamb', 'rice', 'salad', 'street cart', 'yelp', 'best burgers in nyc', 'best burgers in nyc', ' a quest for the best burger', 'best burgers in nyc', ' a quest for the best burger', 'best burger', 'brunch', 'food', 'half bottle', 'marc', 'pam', 'restaurant', 'socialite', 'wine', 'wine list', 'yummy', 'amys bread', 'bakery', 'brownie', 'coffee', 'cup cake', 'espresso', 'event', 'food network', 'foodies', 'free wifi', 'google', 'ice cream', 'ivillage', 'kitchen supplies', 'market', 'mr youth', 'ny1', 'oxygen network', 'ronnybrook farm', 'salad', 'soup', 'sushi', 'tea', 'wheelchair access', 'wifi', '24 hour', 'burgers', '24 hour', 'burgers', 'dessert', 'food', 'pop-overs', 'steak', 'steakhouse', 'wine', 'dessert', 'food', 'pop-overs', 'steak', 'steakhouse', 'wine', 'coffee', 'cupcakes', 'desserts', 'muffins', 'tea', 'trendy', 'brooklyn', 'douchebag', 'italy', 'louisiana', 'pizza', 'spicy', 'brooklyn', 'douchebag', 'italy', 'louisiana', 'pizza', 'spicy', 'candy', 'cookies', 'cupcakes', 'dessert', 'kosher', 'nut-free', 'parties', 'zagat-rated', 'bon appetite', 'boroughs', 'chelsea market', 'lucky magazine', 'the green table - chelsea market', 'wsj lunch box', 'wsj urban adventurer']"
404,[17574],"[6287, 6287]","['beer', 'bravo', 'brooklyn roasting company coffee', 'burger', 'burgers', 'coffee', 'doughnuts', 'homemade pickles', 'macaroni and cheese', 'milkshake', 'open late', 'polo dobkin', 'serendipitea', 'zagat-rated', 'beer', 'bravo', 'brooklyn roasting company coffee', 'burger', 'burgers', 'coffee', 'doughnuts', 'homemade pickles', 'macaroni and cheese', 'milkshake', 'open late', 'polo dobkin', 'serendipitea', 'zagat-rated']"
405,[17620],"[25753, 25753, 804, 804, 804, 804, 9772]","['panko crusted burger', 'panna cotta', 'potato salad', 'sauerkraut', 'schnitzel', 'truck', 'panko crusted burger', 'panna cotta', 'potato salad', 'sauerkraut', 'schnitzel', 'truck', 'bistro', 'french', 'zagat', 'bistro', 'french', 'zagat', 'bistro', 'french', 'zagat', 'bistro', 'french', 'zagat', ""famous joe's"", 'fresh mozzerella', 'open late', 'pizza', 'slice', 'slices', 'spider-man']"
406,[17723],"[811401, 811401, 1407, 1407, 1407, 74896, 74896, 8613, 8613, 20929, 20929, 148, 148, 7184, 7184, 12763]","['beer', ' nachos', ' ribs', ' shakes', ' wings', 'burgers', 'beer', ' nachos', ' ribs', ' shakes', ' wings', 'burgers', 'cantonese', 'dim sum', 'cantonese', 'dim sum', 'cantonese', 'dim sum', 'bar', 'burrata', 'chili oil', 'decor', 'mcnally', 'nate appleman', 'new lunch spots', 'nymag', 'pizza', 'timeoutny', 'bar', 'burrata', 'chili oil', 'decor', 'mcnally', 'nate appleman', 'new lunch spots', 'nymag', 'pizza', 'timeoutny', 'bravo', 'choice eats', 'cup cake', 'four stars', 'italian', 'joe bastianich', 'lidia bastianich', 'mario batali', 'mark ladner', 'michelin star', 'nymag', 'people', 'bravo', 'choice eats', 'cup cake', 'four stars', 'italian', 'joe bastianich', 'lidia bastianich', 'mario batali', 'mark ladner', 'michelin star', 'nymag', 'people', 'diner', 'jewish', 'jill zarin', 'kosher', 'pricey', 'diner', 'jewish', 'jill zarin', 'kosher', 'pricey', 'chateaunef-du-pape', 'hiphostessnyc top pick', 'michelin star', 'chateaunef-du-pape', 'hiphostessnyc top pick', 'michelin star', 'ambiance', 'catering', 'corporate and private events', 'fine dining', 'indian dining', 'lambchops', 'private events', 'romantic', 'ambiance', 'catering', 'corporate and private events', 'fine dining', 'indian dining', 'lambchops', 'private events', 'romantic', 'foodie', 'italian', 'pasta', 'restaurant', 'scott conant']"
407,[17726],"[925, 925, 30907, 6510, 96499, 33031, 33031, 33031, 33031, 33031, 33031, 33031]","['diner', 'knish', 'kosher', 'matzoh ball soup', 'pastrami', 'diner', 'knish', 'kosher', 'matzoh ball soup', 'pastrami', 'burritos', 'chain', 'chelsea', 'manhattan', 'mexican food', 'tacos', 'cash only', 'classic establishment', 'classic pizza', 'old new york', 'pizza', 'top 3 pizza', 'zagat', 'coffee', 'cuisinart', 'java', 'lirr', 'penn station', 'starbucks', 'wifi', 'barista', 'coffee', 'starbucks', 'barista', 'coffee', 'starbucks', 'barista', 'coffee', 'starbucks', 'barista', 'coffee', 'starbucks', 'barista', 'coffee', 'starbucks', 'barista', 'coffee', 'starbucks', 'barista', 'coffee', 'starbucks']"
408,[17727],"[17282, 17282, 17282, 17282, 17282, 17282, 17282, 17282, 17282, 10800, 10800, 10800, 3284]","['brooklyn', 'coffee', 'douchebag', 'douchebags', 'fresh coffee', 'hipster', 'iced coffee', 'lounge', 'pastries', 'restroom', 'starbuck', 'starbucks', 'strollers', 'tea', 'wi-fi', 'brooklyn', 'coffee', 'douchebag', 'douchebags', 'fresh coffee', 'hipster', 'iced coffee', 'lounge', 'pastries', 'restroom', 'starbuck', 'starbucks', 'strollers', 'tea', 'wi-fi', 'brooklyn', 'coffee', 'douchebag', 'douchebags', 'fresh coffee', 'hipster', 'iced coffee', 'lounge', 'pastries', 'restroom', 'starbuck', 'starbucks', 'strollers', 'tea', 'wi-fi', 'brooklyn', 'coffee', 'douchebag', 'douchebags', 'fresh coffee', 'hipster', 'iced coffee', 'lounge', 'pastries', 'restroom', 'starbuck', 'starbucks', 'strollers', 'tea', 'wi-fi', 'brooklyn', 'coffee', 'douchebag', 'douchebags', 'fresh coffee', 'hipster', 'iced coffee', 'lounge', 'pastries', 'restroom', 'starbuck', 'starbucks', 'strollers', 'tea', 'wi-fi', 'brooklyn', 'coffee', 'douchebag', 'douchebags', 'fresh coffee', 'hipster', 'iced coffee', 'lounge', 'pastries', 'restroom', 'starbuck', 'starbucks', 'strollers', 'tea', 'wi-fi', 'brooklyn', 'coffee', 'douchebag', 'douchebags', 'fresh coffee', 'hipster', 'iced coffee', 'lounge', 'pastries', 'restroom', 'starbuck', 'starbucks', 'strollers', 'tea', 'wi-fi', 'brooklyn', 'coffee', 'douchebag', 'douchebags', 'fresh coffee', 'hipster', 'iced coffee', 'lounge', 'pastries', 'restroom', 'starbuck', 'starbucks', 'strollers', 'tea', 'wi-fi', 'brooklyn', 'coffee', 'douchebag', 'douchebags', 'fresh coffee', 'hipster', 'iced coffee', 'lounge', 'pastries', 'restroom', 'starbuck', 'starbucks', 'strollers', 'tea', 'wi-fi', 'brunch', 'burger', 'cocktails', 'food', 'fried chicken', 'friendly service', 'happy hour', 'lunch', 'trendy', 'brunch', 'burger', 'cocktails', 'food', 'fried chicken', 'friendly service', 'happy hour', 'lunch', 'trendy', 'brunch', 'burger', 'cocktails', 'food', 'fried chicken', 'friendly service', 'happy hour', 'lunch', 'trendy', 'brunch', 'food', 'live music', 'outdoor seating', 'pizza', 'restaurant']"
409,[17730],"[25295, 6793, 6793, 6793, 25, 20, 13630, 1155, 6602, 10543, 34553, 105, 13131]","['bibimbap', 'food', 'kimchi', 'restaurant', '24 hour', 'bagels', '24 hour', 'bagels', '24 hour', 'bagels', 'colombian', 'cupcake', 'fish tacos', 'grilled corn', 'long wait', 'pork', 'rice and beans', 'sweet plantains', 'tinituan ma lala', 'trendy', 'andy cohen', 'bakery', 'bar', 'barbeque', 'bbq', 'bistro', 'boutique', 'bravo', 'bravoandy', 'celebrity sighting', 'coffee', 'cupcake', 'dessert', 'desserts', 'douchebag', 'douchebags', 'foodie', 'foody', 'french cuisine', 'gallery art', 'gossip girl', 'gossipgirl', 'home', 'manhattan', 'models', 'people hot spot', 'photo booth', 'restaurant', 'socalite', 'socialite', 'steak frites', 'theater', 'top chef', 'tourists', 'trendy', ""victoria's secret - bombshell"", 'vs hotspot', 'west village', 'wine', 'zagat rated', 'cafe', 'coffee', 'movies', 'pastries', 'starbucks', 'wi-fi', 'breakfast', 'brunch', 'coffee', 'food truck', 'good_mark', 'hipster', 'mud coffee', 'wine & beer', 'x-marked', 'asian snacks', 'buba', 'bubble tea', 'bubbletea', 'good_mark', 'taiwanese snacks', 'taro', 'tea', 'trendy', 'burritos', 'chile verde', 'margaritas', 'mexican food', 'park slope', 'tacos', 'coffee', 'zagat rated', 'zagat-rated', 'moroccan', 'bubble tea', 'coffee', 'good_mark', 'hot cider', 'tea', 'teahouse']"
410,[17734],"[309, 309, 12719, 12719, 51304, 51304, 3184, 3184, 28039, 28039, 28039, 28039, 5939, 23119, 23119, 11682, 11682, 4920, 72267, 9772, 9772, 1049, 27723, 27723, 27723]","['dessert', 'icecream', 'dessert', 'icecream', 'astoria', 'coffee', 'ditmars', 'iced coffee', 'pastries', 'queens', 'astoria', 'coffee', 'ditmars', 'iced coffee', 'pastries', 'queens', 'lunch', 'salad', 'sandwich', 'soup', 'lunch', 'salad', 'sandwich', 'soup', 'beer', 'bravo', 'bravoandy', 'burgers', 'check in', 'choice eats', 'college restaurant', 'danny meyer', 'fries', 'frozen custard', 'gramercy', 'hot dogs', 'long lines', 'madison square park', 'milkshake', 'outdoor seating', 'pat lafrieda', 'shake shack', 'shakes', 'tech hangout', 'timeoutny', 'villlage voice choice eats', 'voicestreet', 'wine', 'zagat-rated', 'beer', 'bravo', 'bravoandy', 'burgers', 'check in', 'choice eats', 'college restaurant', 'danny meyer', 'fries', 'frozen custard', 'gramercy', 'hot dogs', 'long lines', 'madison square park', 'milkshake', 'outdoor seating', 'pat lafrieda', 'shake shack', 'shakes', 'tech hangout', 'timeoutny', 'villlage voice choice eats', 'voicestreet', 'wine', 'zagat-rated', 'coffee', 'coffee', 'coffee', 'coffee', 'black history', 'cajun', 'crawfish', 'douchebag', 'food', 'greenwich village', 'grio', 'high tech outlet', 'manhattan', 'pizza', 'quick service restaurant', 'syracuse', 'syracuse university', 'baked goods', 'black cat espresso', 'cash only', 'coffee', 'espresso', 'friendly staff', 'stumptown coffee', 'village', 'baked goods', 'black cat espresso', 'cash only', 'coffee', 'espresso', 'friendly staff', 'stumptown coffee', 'village', 'choco chips', 'douchebag', 'douchebags', 'gelato', 'gossipgirl', 'ice cream', 'popular', 'trendy', 'trendys', 'choco chips', 'douchebag', 'douchebags', 'gelato', 'gossipgirl', 'ice cream', 'popular', 'trendy', 'trendys', 'chinese', 'mapo tofu', 'amazing burgers', 'belgian fries', 'belgian frites', 'belgian potatoes', 'best meat', 'delicious', 'fancy soda', 'food truck', 'foodtruck', 'frat boy', 'frites', 'grass-fed', 'hamburger', 'mobile', 'moving target', ""famous joe's"", 'fresh mozzerella', 'open late', 'pizza', 'slice', 'slices', 'spider-man', ""famous joe's"", 'fresh mozzerella', 'open late', 'pizza', 'slice', 'slices', 'spider-man', 'bravo', 'vegan', 'vegetarian', 'zagat-rated', 'cappuccino', 'coffee', 'douchebag', 'douchebags', 'frappuccino', 'macchiato', 'starbucks', 'cappuccino', 'coffee', 'douchebag', 'douchebags', 'frappuccino', 'macchiato', 'starbucks', 'cappuccino', 'coffee', 'douchebag', 'douchebags', 'frappuccino', 'macchiato', 'starbucks']"
411,[17874],"[26289, 26289, 120475, 120475, 17282, 17282, 21387, 21387, 21387, 6861, 6861, 6861, 5729, 5729, 33691, 52582, 13458, 13458, 13458, 45067, 14113, 12208, 75022, 75022, 12246]","['coffee', 'coffee', 'chinese food', 'dumplings', 'late night', 'noodles', 'chinese food', 'dumplings', 'late night', 'noodles', 'brooklyn', 'coffee', 'douchebag', 'douchebags', 'fresh coffee', 'hipster', 'iced coffee', 'lounge', 'pastries', 'restroom', 'starbuck', 'starbucks', 'strollers', 'tea', 'wi-fi', 'brooklyn', 'coffee', 'douchebag', 'douchebags', 'fresh coffee', 'hipster', 'iced coffee', 'lounge', 'pastries', 'restroom', 'starbuck', 'starbucks', 'strollers', 'tea', 'wi-fi', 'bagel shop', 'bagels', 'begals', ' bakery', ' coffee', 'cream cheese', 'jewish food', 'lunch', 'smoked salmon', 'bagel shop', 'bagels', 'begals', ' bakery', ' coffee', 'cream cheese', 'jewish food', 'lunch', 'smoked salmon', 'bagel shop', 'bagels', 'begals', ' bakery', ' coffee', 'cream cheese', 'jewish food', 'lunch', 'smoked salmon', 'cheese steaks', 'cheesesteaks', 'cheese steaks', 'cheesesteaks', 'cheese steaks', 'cheesesteaks', 'falafel', 'fastfood', 'lamb', 'pita', 'falafel', 'fastfood', 'lamb', 'pita', ""general tso's"", 'awesome', 'bagels', 'coffee', 'sandwiches', 'brooklyn', 'children', 'coffee', 'douchebag', 'muffiny', 'parents', 'trendy', 'brooklyn', 'children', 'coffee', 'douchebag', 'muffiny', 'parents', 'trendy', 'brooklyn', 'children', 'coffee', 'douchebag', 'muffiny', 'parents', 'trendy', ""'puma social hot spot'"", 'karaoke', 'starbucks', 'brownies', 'chocolate', 'coffee', 'cupcakes', 'dessert', 'ice cream', 'tea', 'wine', ""world's best brownies"", 'bahn mi', 'bubble tea', 'grilled pork sandwich', 'park slope', 'vietnamese', 'coffee', 'fresh brew', 'photo both', 'starbucks', 'coffee', 'fresh brew', 'photo both', 'starbucks', 'bagels', 'bakery', 'sandwiches', 'subs']"
412,[17885],"[899, 899]","['bar', 'burgers', 'cash only', 'cheap beer', 'great fries', 'hamburger', 'late night food', 'old stuff', 'yum yum yum', 'bar', 'burgers', 'cash only', 'cheap beer', 'great fries', 'hamburger', 'late night food', 'old stuff', 'yum yum yum']"
413,[17934],[21388],"['cafe', 'free wifi', 'world cup 2010']"
414,[17939],[985],"['drunk people', 'good_mark', 'hot dog', 'late night', 'pdt', 'tater tots', 'trendy', 'trendys', 'video games']"
415,[17982],"[17741, 25118, 136905, 136905, 13812, 13812, 14265, 14265, 13337, 13337]","['bar', 'beer', 'bon appetit mag', 'boulud', 'burgers', 'charcuterie', 'comfort food', 'daniel boulud', 'french', 'gilles verot', 'gossip girl', 'michters', 'mussels', 'october fest', 'outdoor', 'outdoors', 'piggie', 'puma social hot spot', 'sausage', 'fresh tortillas', 'tacos', 'tamales', 'campus cafetaria', 'coffee', 'food', 'campus cafetaria', 'coffee', 'food', 'belgian', 'belgian beer', 'moules et frites', 'petite abeille', 'restaurant', 'belgian', 'belgian beer', 'moules et frites', 'petite abeille', 'restaurant', 'belgian beers', 'belgian food', 'moules et frites', 'belgian beers', 'belgian food', 'moules et frites', 'bakery', 'chinese', 'cupcake', 'bakery', 'chinese', 'cupcake']"
